Sentiment,Topic,TweetText,TweetId,TweetDate
negative,virginamerica,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,5.69E+17,2/21/2015 15:27
negative,virginamerica,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,5.69E+17,2/21/2015 14:34
positive,virginamerica,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,5.69E+17,2/21/2015 14:28
negative,virginamerica,@VirginAmerica Your website is down and I'm trying to check in!,5.69E+17,2/21/2015 14:27
positive,virginamerica,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",5.69E+17,2/21/2015 14:24
neutral,virginamerica,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,5.69E+17,2/21/2015 14:23
positive,virginamerica,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,5.69E+17,2/21/2015 14:21
positive,virginamerica,@VirginAmerica Keep up the great work :),5.69E+17,2/21/2015 13:52
positive,virginamerica,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,5.69E+17,2/21/2015 13:52
positive,virginamerica,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,5.69E+17,2/21/2015 13:41
neutral,virginamerica,@VirginAmerica can you please get me to the new york area before monday afternoon,5.69E+17,2/21/2015 13:32
positive,virginamerica,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",5.69E+17,2/21/2015 13:32
negative,virginamerica,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,5.69E+17,2/21/2015 13:30
negative,virginamerica,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,5.69E+17,2/21/2015 13:28
negative,virginamerica,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,5.69E+17,2/21/2015 13:18
positive,virginamerica,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,5.69E+17,2/21/2015 13:00
negative,virginamerica,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,5.69E+17,2/21/2015 12:54
negative,virginamerica,@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,5.69E+17,2/21/2015 12:48
neutral,virginamerica,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",5.69E+17,2/21/2015 12:45
negative,virginamerica,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",5.69E+17,2/21/2015 12:44
negative,virginamerica,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,5.69E+17,2/21/2015 12:23
negative,virginamerica,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",5.69E+17,2/21/2015 12:18
negative,virginamerica,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,5.69E+17,2/21/2015 12:07
negative,virginamerica,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,5.69E+17,2/21/2015 11:56
negative,virginamerica,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,5.69E+17,2/21/2015 11:55
positive,virginamerica,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,5.69E+17,2/21/2015 11:49
positive,virginamerica,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,5.69E+17,2/21/2015 11:45
negative,virginamerica,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,5.69E+17,2/21/2015 11:44
neutral,virginamerica,"@VirginAmerica it’s just a bug report, guys",5.69E+17,2/21/2015 11:40
negative,virginamerica,@VirginAmerica hold times at call center are a bit much,5.69E+17,2/21/2015 11:35
positive,virginamerica,@VirginAmerica Like http://t.co/VPqEm31XUQ,5.69E+17,2/21/2015 11:10
negative,virginamerica,@VirginAmerica Site down? #help,5.69E+17,2/21/2015 11:06
positive,virginamerica,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,5.69E+17,2/21/2015 10:58
positive,virginamerica,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",5.69E+17,2/21/2015 10:54
positive,virginamerica,@VirginAmerica thanks so much!,5.69E+17,2/21/2015 10:40
negative,virginamerica,"@VirginAmerica Trying to reset my password, email never arrives. Help?",5.69E+17,2/21/2015 10:37
positive,virginamerica,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",5.69E+17,2/21/2015 10:31
positive,virginamerica,@VirginAmerica Very nicely done. 👏,5.69E+17,2/21/2015 10:28
positive,virginamerica,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),5.69E+17,2/21/2015 10:22
negative,virginamerica,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,5.69E+17,2/21/2015 10:22
negative,virginamerica,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",5.69E+17,2/21/2015 10:15
positive,virginamerica,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,5.69E+17,2/21/2015 10:12
positive,virginamerica,@VirginAmerica sounds like fun !,5.69E+17,2/21/2015 10:12
neutral,virginamerica,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,5.69E+17,2/21/2015 10:11
neutral,virginamerica,@virginamerica spruce moose!,5.69E+17,2/21/2015 10:10
negative,virginamerica,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",5.69E+17,2/21/2015 9:51
negative,virginamerica,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",5.69E+17,2/21/2015 9:10
positive,virginamerica,"@VirginAmerica classiq, luv Virgin America. Greetingz",5.69E+17,2/21/2015 9:03
negative,virginamerica,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",5.69E+17,2/21/2015 8:59
positive,virginamerica,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,5.69E+17,2/21/2015 8:48
positive,virginamerica,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,5.69E+17,2/21/2015 8:04
positive,virginamerica,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,5.69E+17,2/21/2015 4:25
negative,virginamerica,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",5.69E+17,2/21/2015 2:36
negative,virginamerica,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,5.69E+17,2/20/2015 23:00
negative,virginamerica,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,5.69E+17,2/20/2015 22:34
positive,virginamerica,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",5.69E+17,2/20/2015 22:28
neutral,virginamerica,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",5.69E+17,2/20/2015 22:18
positive,virginamerica,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,5.69E+17,2/20/2015 21:52
neutral,virginamerica,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",5.69E+17,2/20/2015 20:22
neutral,virginamerica,@VirginAmerica any plans to start flying direct from DAL to LAS?,5.69E+17,2/20/2015 19:36
neutral,virginamerica,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,5.69E+17,2/20/2015 19:35
positive,virginamerica,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",5.69E+17,2/20/2015 19:16
negative,virginamerica,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,5.69E+17,2/20/2015 17:31
neutral,virginamerica,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,5.69E+17,2/20/2015 17:28
neutral,virginamerica,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,5.69E+17,2/20/2015 17:20
negative,virginamerica,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,5.69E+17,2/20/2015 17:16
negative,virginamerica,@VirginAmerica there is something wrong with you website in Safari iPhone,5.69E+17,2/20/2015 17:07
positive,virginamerica,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,5.69E+17,2/20/2015 16:27
negative,virginamerica,@VirginAmerica Already checked in so the page expired :X,5.69E+17,2/20/2015 16:23
negative,virginamerica,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,5.69E+17,2/20/2015 16:22
neutral,virginamerica,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,5.69E+17,2/20/2015 16:22
neutral,virginamerica,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,5.69E+17,2/20/2015 16:11
positive,virginamerica,@VirginAmerica I see what you did there ;),5.69E+17,2/20/2015 16:02
neutral,virginamerica,@VirginAmerica way to take advantage of #MayweatherPacquiao :),5.69E+17,2/20/2015 15:50
neutral,virginamerica,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,5.69E+17,2/20/2015 15:48
positive,virginamerica,@VirginAmerica your inflight team makes the experience #amazing!,5.69E+17,2/20/2015 15:13
positive,virginamerica,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,5.69E+17,2/20/2015 15:10
negative,virginamerica,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",5.69E+17,2/20/2015 14:35
neutral,virginamerica,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,5.69E+17,2/20/2015 14:22
positive,virginamerica,@VirginAmerica fav airline,5.69E+17,2/20/2015 14:17
positive,virginamerica,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),5.69E+17,2/20/2015 13:48
neutral,virginamerica,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,5.69E+17,2/20/2015 13:48
neutral,virginamerica,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,5.69E+17,2/20/2015 13:28
negative,virginamerica,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,5.69E+17,2/20/2015 13:16
positive,virginamerica,@VirginAmerica Thank you!!,5.69E+17,2/20/2015 12:47
negative,virginamerica,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,5.69E+17,2/20/2015 12:21
neutral,virginamerica,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,5.69E+17,2/20/2015 12:17
neutral,virginamerica,@VirginAmerica I need you to follow back in order to DM.,5.69E+17,2/20/2015 12:09
neutral,virginamerica,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,5.69E+17,2/20/2015 12:08
neutral,virginamerica,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,5.69E+17,2/20/2015 11:33
negative,virginamerica,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,5.69E+17,2/20/2015 11:24
negative,virginamerica,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,5.69E+17,2/20/2015 11:13
negative,virginamerica,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),5.69E+17,2/20/2015 11:13
neutral,virginamerica,@VirginAmerica what is your policy on flying after surgery?,5.69E+17,2/20/2015 10:59
neutral,virginamerica,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,5.69E+17,2/20/2015 10:52
negative,virginamerica,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",5.69E+17,2/20/2015 10:32
positive,virginamerica,@VirginAmerica would love to do more for virgin just like I do for @GoPro,5.69E+17,2/20/2015 10:32
neutral,virginamerica,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,5.69E+17,2/20/2015 10:22
neutral,virginamerica,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",5.69E+17,2/20/2015 10:20
neutral,virginamerica,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,5.69E+17,2/20/2015 10:05
neutral,virginamerica,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",5.69E+17,2/20/2015 9:52
